3_left|0.08241017920121994, 0.0, 0.004583724734287633, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.004955378091121766, 0.0, 0.0, 0.0, 0.0, 0.0, 0.2603943938548197, 0.020060293810269452, 0.12140676323248327, 0.0, 0.0, 0.0, 0.0, 0.0, 0.024720613974172325, 0.21928227539898607, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.10829102791889346, 0.18914232534029124, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.17631116339843952, 0.2687029966118302, 0.0, 0.03517369553767661, 0.017963245580316402, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.07350607249682982, 0.12636214132360504, 0.0, 0.0, 0.0, 0.0, 0.04280786860388722, 0.0367355525353975, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.020235492882848226, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.018373572042631642, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.47798946422821464, 0.04432536536242945, 0.0, 0.0, 0.0, 0.0, 0.15992235192391815, 0.04739750175051022, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0687558710143145, 0.0, 0.4937410659364458, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.38229276525753003, 0.12838726210446857, 0.0, 0.012883983036916591, 0.0, 0.0, 0.0, 0.06871156557723107, 0.03048828839090192, 0.0, 0.0, 0.09303722366081116, 0.0, 0.0, 0.0
3_right|0.012338020691920007, 0.008724298097676575, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.26654991448004384, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.2133748391562167, 0.038050462674814586, 0.10259332423172614, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.15116841403242742, 0.05687521332873094, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.04998009352371302, 0.5146532818592885, 0.025346585986661754, 0.0, 0.0, 0.0, 0.0, 0.0, 0.15152780429889695, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.07069636551065829, 0.02370733178716461, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.15427885399418917, 0.0, 0.0, 0.025246160132816612, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.09673185598593466, 0.36257663142001995, 0.0, 0.0, 0.0, 0.0, 0.07483277767490612, 0.0960024382429554, 0.3461033087549974, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.2771041317623062, 0.2770245516741712, 0.018871036102583026, 0.010728713645147832, 0.0, 0.0, 0.0, 0.07113621833841063, 0.2716435217695321, 0.0, 0.0, 0.12606238533048703, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
4|0.0, 0.003830874777828838, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.025583465592082088, 0.3480127314433097, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.07675039677624626, 0.09045121003206978, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.4093354494733134, 0.0, 0.0, 0.0, 0.02260472618264841, 0.326858816180605, 0.03982994447081015, 0.0, 0.0, 0.0, 0.0, 0.0, 0.050129986908704814, 0.15487171202215733, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.2046677247366567, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.4093354494733134, 0.0, 0.0, 0.0, 0.044208102223050515, 0.026106702189648376, 0.06250391789751819, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.2344028152640201, 0.05854125286217775, 0.025583465592082088, 0.0, 0.0, 0.0, 0.04045101085576379, 0.11281197888141961, 0.10233386236832835, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.24511873559242048, 0.11281197888141961, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.30700158710498504, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.30700158710498504, 0.0, 0.0, 0.0
4_left|0.08104087296217567, 0.020367404905164994, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.41309510951968215, 0.02781696156308526, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.36094248776901855, 0.11431882277110196, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0010302578356698245, 0.0, 0.0, 0.0, 0.0, 0.4148824916859902, 0.04018005559112316, 0.07217776653391143, 0.0, 0.0, 0.0, 0.0, 0.0, 0.021016357351589594, 0.0007925060274383266, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.3168898849878594, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.1656733075138631, 0.0, 0.0, 0.0, 0.0, 0.03130318553577703, 0.0, 0.02857970569277549, 0.006974053041457273, 0.009862800395938209, 0.0, 0.0, 0.0, 0.0, 0.0, 0.35664564019660105, 0.04377654375357817, 0.0, 0.0, 0.0, 0.0, 0.04518848242322549, 0.1260240972219348, 0.0, 0.05157396584793744, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.35753070418317057, 0.07494674897786681, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.11431882277110196, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0008966182178125644, 0.2448830162405616, 0.1134222045532894, 0.0, 0.0, 0.0
4_right|0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.15923600790449574, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.1129521524718935, 0.4785576718779124, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.020548653462441804, 0.01453009220754503, 0.0, 0.0, 0.03651639691733289, 0.0, 0.0, 0.0, 0.0, 0.3160017226224388, 0.02434426461155526, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.48849915466525334, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.26317814902054626, 0.002961547456314911, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.001047065144583022, 0.0007403868640787277, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.06615164549860954, 0.1446630660930201, 0.09436674615554486, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.22046374131084348, 0.0875597487014637, 0.018847172602494393, 0.0, 0.0, 0.0, 0.05598655528962067, 0.1533405785429179, 0.1335008059343353, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.275192207165154, 0.10409368314307178, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.17457598309726766, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.24397223329828696, 0.0, 0.0, 0.0, 0.0964608764447109, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0370399294896244, 0.0, 0.0, 0.0
5|0.21509612169605102, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.10754806084802551, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.10754806084802551, 0.0, 0.0, 0.0, 0.16132209127203828, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.2576082254728186, 0.11856006690586984, 0.10754806084802551, 0.0, 0.0, 0.0, 0.0, 0.0, 0.4249047160540598, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.3087794383494999, 0.022739832112133523, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.040891272118952285, 0.0010437955723602273, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.05072944224246588, 0.007530239486313068, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.05711679295712676, 0.0, 0.13661880948967844, 0.03757664060496819, 0.0, 0.0, 0.0, 0.0, 0.05124348781582392, 0.0, 0.3770588895874093, 0.0, 0.0, 0.0, 0.0, 0.0, 0.01623764840254503, 0.0, 0.4302451266866925, 0.00037278413298579547, 0.0, 0.0, 0.0, 0.0, 0.0, 0.4140900787862905, 0.0, 0.0, 0.05039997361309431, 0.0, 0.0, 0.0, 0.033032713131611054, 0.0007455682659715909, 0.0, 0.0, 0.05714808723493121, 0.0, 0.0, 0.0
5_left|0.008164026121391903, 0.0, 0.0, 0.05685891488511891, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.07681681085282223, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.1281124099049191, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.051878201238119405, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.39956665219673565, 0.16247713153421106, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.5047443233839334, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.27218139648908096, 0.017584953384301907, 0.0, 0.0, 0.0, 0.0, 0.0, 0.020392927165017206, 0.010772751666750936, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.002842012668170005, 0.0, 0.0, 0.0, 0.0, 0.016913902464688074, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.12030236558629485, 0.0, 0.16817160596869465, 0.15210460199794137, 0.0, 0.0, 0.0, 0.0, 0.1335470831828997, 0.04833780052766554, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.07950505438217038, 0.054621952685955384, 0.4456036617324184, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.27323115693948924, 0.2562248198098382, 0.0, 0.0, 0.0, 0.0, 0.0, 0.02900050451042643, 0.09694236985886562, 0.0, 0.0, 0.10575553837249203, 0.0, 0.0, 0.0
5_right|0.14332406877109202, 0.004616908409947657, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.2772502450925686, 0.008728842462557288, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.008161618111977971, 0.0, 0.0, 0.0, 0.2720951911096171, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.054207201118318844, 0.003534820501366175, 0.04113357606071912, 0.1147155538442599, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.41624252371087656, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.3836301975765442, 0.01183082780049087, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.021716979241157806, 0.0023084542049738284, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0904537457310313, 0.01853991373002168, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.126502562589457, 0.0, 0.03815556467349702, 0.036897428608914165, 0.0, 0.0, 0.0, 0.0, 0.06070203470783617, 0.0, 0.38209926472302475, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.41629369217414064, 0.011470131830963709, 0.0, 0.0, 0.0, 0.0, 0.0, 0.36381332712620784, 0.0, 0.0, 0.07406668436620009, 0.0, 0.0, 0.0, 0.0, 0.018252499121166565, 0.0, 0.0, 0.029993946561519047, 0.0, 0.0, 0.0
6|0.053274443189671526, 0.034540931513349936, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0791714283038824, 0.38915232700520735, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.02639047610129413, 0.0, 0.0, 0.0, 0.0791714283038824, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.02639047610129413, 0.0, 0.0, 0.0, 0.38409957837618225, 0.03688268958205164, 0.059404444243697375, 0.0, 0.0, 0.0, 0.0, 0.0, 0.021621297700424633, 0.002780837706583258, 0.1362349652189182, 0.06038789111813157, 0.02639047610129413, 0.0, 0.0, 0.0, 0.0, 0.0, 0.41734674763265805, 0.009001132576572125, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.24644580353389303, 0.07508261807774798, 0.0, 0.0, 0.0, 0.0, 0.0355052445942437, 0.01397736847256322, 0.04615746016147915, 0.08761534829786935, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.025153575091646112, 0.0, 0.0, 0.0, 0.0, 0.025153575091646112, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.08761534829786935, 0.0, 0.0791714283038824, 0.093304423049833, 0.0, 0.0, 0.0, 0.0, 0.05692063472828146, 0.0, 0.0, 0.07566187227133345, 0.0, 0.0, 0.0, 0.0, 0.04864126967689506, 0.0, 0.4220205733385418, 0.0030735574651709692, 0.0, 0.0, 0.0, 0.0, 0.0, 0.42509413080371283, 0.0, 0.0, 0.04864126967689506, 0.0, 0.0, 0.0, 0.05151249218784726, 0.024149380083486188, 0.0, 0.0, 0.05692063472828146, 0.0, 0.0, 0.0
6_left|0.2921583480173875, 0.10215630621047092, 0.0021562811003699523, 0.0, 0.0, 0.0, 0.0, 0.0, 0.09164194676572297, 0.09665036930857987, 0.0, 0.0, 0.0542664076926438, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0679228546616535, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.29247122516428364, 0.0060988839528639364, 0.10158479850631776, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.29267807154052555, 0.13470040283083667, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.48236906993156625, 0.019397839238970017, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.11660542101812212, 0.10800106999863218, 0.0, 0.0, 0.0, 0.0, 0.0, 0.013044835121403416, 0.018448182747609593, 0.050265071356712675, 0.06648533392807353, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.08879806209203886, 0.05570392842622377, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.1221892623542973, 0.23717882038915306, 0.0, 0.0, 0.0, 0.0, 0.03270359668894428, 0.0, 0.0, 0.01702605103507849, 0.0, 0.0, 0.0, 0.0, 0.08948566566535303, 0.0, 0.36409248054949744, 0.0663253629873953, 0.0, 0.0, 0.0, 0.0, 0.0, 0.3904144090659317, 0.12037346890422675, 0.002795321811729304, 0.012458513024359725, 0.0, 0.0, 0.0, 0.029481468340972792, 0.0942821103401521, 0.0, 0.0, 0.08996483924321301, 0.0, 0.0, 0.0
6_right|0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.3054043166819899, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.10724179544962248, 0.2051875844151739, 0.0008918236627827234, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.09230374909801187, 0.0, 0.0, 0.0, 0.25779764739310407, 0.11855740658188747, 0.024859584600068412, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.255963682295472, 0.0, 0.051681385672180925, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.3762205510123499, 0.047197258110502634, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.4038656634270242, 0.020100839086494196, 0.0, 0.0, 0.0, 0.0, 0.1331924221762755, 0.020100839086494196, 0.08884793240472881, 0.08962580633948918, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.02454794244568163, 0.0, 0.0, 0.0, 0.0, 0.11437057212834345, 0.020100839086494196, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.10864619720629577, 0.0, 0.05049951490507171, 0.05568080160386212, 0.0, 0.0, 0.0, 0.0, 0.08371994634372816, 0.0, 0.021150427121467193, 0.08145294438094978, 0.0, 0.0, 0.0, 0.0, 0.011593707616175404, 0.11461905158397358, 0.3554433221289668, 0.011902849812002446, 0.0, 0.0, 0.0, 0.0, 0.0, 0.40054046746946526, 0.0, 0.0, 0.0832740345123368, 0.0, 0.0, 0.0, 0.0, 0.01584419080935425, 0.0, 0.0, 0.030433482492460435, 0.0, 0.0, 0.0
7|0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.1137229953915659, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.18065707050663368, 0.06693053117831449, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.3654195374546399, 0.3137860785242156, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.033465265589157245, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.5864254289358989, 0.30053120862419647, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.033465265589157245, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.369965200365049, 0.267722124713258, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.18065707050663368, 0.06693053117831449, 0.0, 0.0, 0.18930812985841527, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
7_left|0.01430678805676315, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.03478808464328724, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.6331912324985278, 0.03194661111137663, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.08928354135441502, 0.0009583983333412989, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.5454040725665525, 0.03482180611140053, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.48979962367122726, 0.012885133148255241, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.16222548146333918, 0.0, 0.0, 0.0, 0.15360972439893067, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
7_right|0.2841298405311579, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.12545617614962035, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.03329942172301274, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.2634957895768074, 0.07101851890576548, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.3207936332271072, 0.253058857919118, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.09483958280265326, 0.06253680630917673, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.4865252917564797, 0.24103254901350704, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.5589962933054126, 0.11152819100887591, 0.08289049600943495, 0.0, 0.04565243300735618, 0.0, 0.0, 0.0, 0.025778021669697334, 0.0, 0.0, 0.0, 0.13695729902206855, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
8|0.27756038629769963, 0.16905186079662105, 0.059435861525705444, 0.0, 0.0, 0.0, 0.0, 0.0, 0.05489076623256326, 0.042700514418347615, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.042700514418347615, 0.0, 0.05489076623256326, 0.0, 0.0, 0.0, 0.0, 0.0, 0.2747448959992288, 0.15454092907534792, 0.06398095681884762, 0.0, 0.0, 0.0, 0.11549506713484524, 0.0, 0.012819499544759997, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.2847316203817217, 0.13104317573988178, 0.11887172305141089, 0.0, 0.0, 0.0, 0.16585989733031078, 0.13104317573988178, 0.23774344610282178, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.012819499544759997, 0.08577713637199252, 0.08915379228855817, 0.0, 0.0, 0.0, 0.04974105899848639, 0.16745700528646393, 0.10605222350665089, 0.05902937764666796, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.06001830784496594, 0.0, 0.0, 0.0, 0.0, 0.059441459795723905, 0.0005768480492420325, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.05902937764666796, 0.0, 0.22398270342247747, 0.09926758436912375, 0.0, 0.0, 0.0, 0.0, 0.0640974977238, 0.0, 0.0, 0.06665187374275423, 0.0, 0.0, 0.0, 0.0, 0.0547742253276109, 0.0, 0.40861104986631563, 0.06765603548967267, 0.0, 0.0, 0.0, 0.0, 0.0, 0.4762670853559883, 0.0, 0.0, 0.0547742253276109, 0.0, 0.0, 0.0, 0.04621497142675081, 0.010300858022179152, 0.0, 0.0, 0.0640974977238, 0.0, 0.0, 0.0
8_left|0.1241835096780805, 0.1189674340905515, 0.09387774799164995, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.02540221416244646, 0.0, 0.0, 0.0, 0.0, 0.0, 0.3119842623033697, 0.03518559281410622, 0.09976811649308681, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.19318024297877162, 0.0, 0.0, 0.0, 0.0, 0.031169866653436715, 0.0, 0.0, 0.12454823065225021, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.4830127606281566, 0.05398235210451377, 0.0, 0.0, 0.0, 0.0, 0.0879814058194628, 0.15641186557636064, 0.0, 0.0476212364250345, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.22764102040150522, 0.0, 0.0, 0.0, 0.0, 0.2242295522141038, 0.022040424079325542, 0.06062170916062101, 0.01371018505721825, 0.019389129650562997, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.13263851160299542, 0.10578120100497028, 0.0, 0.0, 0.0, 0.0596399810770482, 0.0, 0.0, 8.677332314695095e-05, 0.0, 0.0, 0.0, 0.0, 0.06553034957848507, 0.0, 0.338387482822608, 0.13177690175973186, 0.0, 0.0, 0.0, 0.0, 0.028960978465397892, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.09620935219013538, 0.0, 0.2803045597773614, 0.09967734286277893, 0.0, 0.0, 0.0, 0.0, 0.06831551915969185, 0.34627559085080134, 0.1222101616792423, 0.004859306096229253, 0.0024543202089320247, 0.0, 0.0, 0.0, 0.050486640374821735, 0.024209757157999313, 0.0, 0.0, 0.10651749706764987, 0.0, 0.0, 0.0
8_right|0.1669348722185174, 0.03204929455099546, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.14506283674649323, 0.3325908352285291, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.026960290898940052, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.21949855869187165, 0.026096604635934162, 0.09963585766999584, 0.0, 0.0, 0.0, 0.18637271743375283, 0.05461273468028824, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.05055561422927223, 0.0, 0.15744068628105107, 0.10194275362064743, 0.0, 0.0, 0.0, 0.0, 0.04761845096873322, 0.251640214373737, 0.26569562045332223, 0.0, 0.0, 0.0, 0.0, 0.0, 0.14994114059135072, 0.0, 0.0, 0.0, 0.033081709605462674, 0.0, 0.0, 0.0, 0.12424816519530853, 0.24931901271063583, 0.13284781022666112, 0.0, 0.06954973594219317, 0.0, 0.0, 0.0, 0.0, 9.209567399711339e-05, 0.0, 0.0, 0.06329807428446795, 0.0, 0.0, 0.0, 0.2398738039951765, 0.013169681381587216, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.020578386290012213, 0.014551116491543916, 0.06577269035731752, 0.2619639453949221, 0.0, 0.0, 0.0, 0.0, 0.10523630457170803, 0.0, 0.0, 0.07927799496962329, 0.0, 0.0, 0.0, 0.0, 0.002604859024052179, 0.13486343330908537, 0.3458723560982311, 0.09414822078997125, 0.0, 0.0, 0.0, 0.0, 0.03533798737490313, 0.3623979282057537, 0.0, 0.0, 0.11044602261981239, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.022401787606848737, 0.0, 0.0, 0.0
